#chrom	strand	txStart	txEnd	proteinID	alignID
chr13	-	24229625	24372659	Q6EDY6-2	uc007pvp.1
chr13	+	24419288	24569154	Q61419	uc011yxl.1
chr13	+	24419288	24569154	Q61419	uc007pvq.2
chr13	-	24428152	24506844		uc007pvs.1
chr13	+	24506991	24531543	Q61419	uc007pvt.2
chr13	+	24506991	24569154	Q61419	uc011yxm.1
chr13	+	24506991	24569154	Q61419-2	uc011yxn.1
chr13	+	24508596	24569154	Q61419	uc007pvv.2
chr13	+	24508769	24522801	Q3UM08	uc007pvw.1
chr13	+	24508771	24569154		uc007pvx.2
chr13	-	24689993	24696108		uc007pvy.2
chr13	-	24689993	24696636		uc007pvz.2
chr13	+	24706478	24794031	Q80U16-6	uc007pwa.1
chr13	+	24706478	24797870	Q80U16-5	uc007pwb.1
chr13	+	24706478	24797870	Q80U16-7	uc011yxo.1
chr13	-	24723786	24730436		uc011yxp.1
chr13	+	24730516	24787594	Q80U16-4	uc007pwc.1
chr13	+	24730516	24797870	Q80U16-2	uc007pwd.1
chr13	+	24730516	24825675	Q80U16	uc007pwe.1
chr13	+	24833125	24838459		uc007pwf.1
chr13	-	24843713	24853732	Q3V295	uc007pwg.1
chr13	-	24843713	24853806	Q3V295	uc007pwh.1
chr13	+	24893525	24904768	Q3TVJ4	uc007pwi.1
chr13	-	24909823	24923358	Q4VA32	uc007pwj.1
chr13	+	24923527	24934022	Q9JJX7	uc007pwl.2
chr13	+	24923527	24934022		uc011yxq.1
chr13	+	24923547	24926339		uc007pwk.1
chr13	+	24923812	24934022	NP_062424	uc007pwm.2
chr13	+	24936999	24993139	Q5SZV5	uc007pwn.1
chr13	+	24936999	24993139		uc011yxr.1
chr13	+	24997461	24999149		uc011yxs.1
chr13	-	24999447	25029530	B2RS41	uc007pwp.2
chr13	+	25029279	25033286		uc007pwr.1
chr13	+	25035020	25083805	Q8VCU2	uc007pws.1
chr13	-	25079853	25083428		uc007pwt.2
chr13	-	25084351	25112248	NP_001013407	uc007pwu.1
chr13	+	25147872	25213390	Q5DU00-2	uc007pwv.1
chr13	+	25147872	25302575	NP_808245	uc007pww.2
chr13	-	25343907	25361865	P97799	uc007pwx.2
chr13	-	26012940	26058185		uc007pwy.1
chr13	-	26397672	26404275		uc007pwz.1
chr13	-	26860040	26862034	Q2VPR5	uc007pxa.2
chr13	+	27149438	27157072	Q9CPQ2	uc007pxb.2
chr13	+	27149438	27157072	Q3TT66	uc007pxc.2
chr13	+	27186058	27192126	Q8BNL4	uc007pxd.1
chr13	+	27186058	27192126	Q5SY42	uc007pxe.1
chr13	+	27213572	27219351	Q8CGZ8	uc007pxf.1
chr13	+	27248667	27254389	Q8CGZ7	uc007pxg.1
chr13	+	27288528	27295618	Q0VBM3	uc007pxh.2
chr13	+	27290771	27295618	NP_001156690	uc011yxt.1
chr13	+	27334298	27341609	Q5SZY3	uc007pxi.1
chr13	+	27351357	27368529	Q78Y73	uc007pxj.1
chr13	+	27404495	27411121	O35257	uc007pxk.2
chr13	+	27437557	27446073	O54832	uc007pxl.1
chr13	+	27437557	27446073	O35258	uc007pxm.1
chr13	-	27475213	27482715	B9EHM9	uc007pxn.1
chr13	-	27475213	27482715	Q5SXK2	uc011yxu.1
chr13	-	27524721	27530466	Q9DAY2-3	uc007pxo.1
chr13	-	27524721	27530466	Q9DAY2	uc007pxp.1
chr13	-	27524721	27530466	Q9DAY2-2	uc007pxq.1
chr13	-	27598940	27605082	Q9DAS4-2	uc007pxr.1
chr13	-	27598940	27605082	Q8CFH0	uc007pxs.1
chr13	-	27598940	27605082	Q9DAS4	uc007pxt.1
chr13	-	27649869	27656473	Q9CQ58	uc007pxu.1
chr13	-	27665790	27674040	Q9DAV8	uc007pxv.1
chr13	-	27666300	27674040	Q9D6C4	uc007pxw.1
chr13	-	27693687	27702451	Q8CGZ9	uc007pxx.1
chr13	-	27725232	27734362	O54830-2	uc007pxy.2
chr13	-	27725232	27734362	O54830	uc007pxz.2
chr13	-	27750452	27759905	O54831	uc007pya.1
chr13	-	27800866	27808606	Q5SVM4	uc007pyb.2
chr13	-	27800866	27808606	Q9DAY8	uc007pyc.2
chr13	-	27865363	27872673	Q9CRB5	uc007pyd.1
chr13	+	27893523	27900585	Q9JHK0	uc007pye.1
chr13	+	27941270	27949577	Q5SVM0	uc007pyf.1
chr13	+	28108091	28115415	O35256	uc007pyg.1
chr13	+	28234352	28243464	Q9JII2	uc007pyh.1
chr13	-	28551902	28653448		uc011yxv.1
chr13	-	28551902	28975446		uc007pyi.1
chr13	-	28700386	28977221		uc007pyj.1
chr13	-	29042598	29045551	Q5SW95	uc007pyk.1
chr13	+	29108161	29120666		uc007pyl.1
chr13	+	29124262	29126901		uc007pym.1
chr13	-	29417174	29947457	Q91WE6	uc007pyn.1
chr13	-	29565736	29947457	Q91WE6-2	uc007pyo.1
chr13	-	29606075	29947457	Q91WE6-3	uc007pyp.1
chr13	-	29613705	29947457		uc011yxw.1
chr13	-	29998443	30077932	Q3UZJ0	uc007pyq.2
chr13	-	30008714	30076201	NP_034223	uc007pyr.1
chr13	-	30008714	30076201		uc007pys.1
chr13	+	30228358	30338563	Q8BH98	uc007pyt.1
chr13	+	30428224	30474736	NP_796296	uc007pyu.2
chr13	-	30632180	30637185	Q9CR68	uc007pyv.2
chr13	+	30751964	30799564	NP_598829	uc007pyw.1
chr13	+	30751964	30802328	Q99N11-2	uc007pyx.1
chr13	+	30751964	30803094	Q99N11	uc007pyy.1
chr13	+	30841126	30858796	Q5SUZ4	uc007pyz.1
chr13	+	30841126	30858796	Q5SUZ5	uc007pza.1
chr13	-	30880478	30887095		uc007pzb.1
chr13	-	30905786	31042167	Q5SUZ6	uc007pzc.1
chr13	-	30905786	31065916	Q5SUZ6	uc007pzd.1
chr13	-	30969111	31017716		uc011yxx.1
chr13	-	31016927	31065916	Q8BSK6	uc007pze.1
chr13	-	31038712	31039543	Q059L7	uc007pzf.1
chr13	+	31066072	31067845		uc011yxy.1
chr13	-	31417802	31421691		uc007pzh.1
chr13	-	31447622	31500791		uc011yxz.1
chr13	-	31452888	31500791		uc007pzi.1
chr13	+	31650038	31652843	Q9JJ18	uc007pzj.2
chr13	+	31656617	31665430		uc007pzk.1
chr13	-	31657360	31674382		uc007pzl.1
chr13	-	31659265	31674382		uc007pzm.1
chr13	-	31670024	31717661		uc007pzn.1
chr13	+	31717684	31723275	B2RQI5	uc007pzo.2
chr13	+	31898514	31902504	Q9QWR9	uc007pzp.1
chr13	-	31911454	32430413	Q8K0C9	uc007pzq.1
chr13	-	32191095	32430413	Q8K0C9	uc007pzr.1
chr13	-	32792695	32873648	NP_001159502	uc011yya.1
chr13	+	32893898	32914476	Q91XU0-2	uc007pzs.2
chr13	+	32893898	32914479	Q91XU0	uc007pzt.2
chr13	+	32898627	32908351		uc011yyb.1
chr13	-	32933960	32943054	Q9D154	uc007pzu.1
chr13	-	32933960	32990009	Q9D154	uc007pzv.1
chr13	-	32973265	32990009	Q5SV42	uc007pzw.2
chr13	+	33057381	33070906	O08804	uc007pzx.1
chr13	+	33057381	33070906		uc011yyc.1
chr13	+	33057381	33070906	O08804	uc007pzy.1
chr13	+	33096409	33109824	O08797	uc007pzz.1
chr13	+	33119282	33132427	Q9DAV6	uc007qaa.1
chr13	+	33175971	33186249	Q8VHP7	uc007qab.2
chr13	-	33241143	33250220	Q9D6A7	uc011yyd.1
chr13	-	33241143	33251623	NP_001157996	uc007qac.2
chr13	+	33284827	33295849	NP_035590	uc007qad.1
chr13	+	33284827	33295849		uc007qae.1
chr13	+	33341478	33352715	NP_035586	uc007qaf.1
chr13	+	33415945	33427235	NP_899020	uc007qag.1
chr13	+	33576658	33587869	NP_035585	uc007qah.2
chr13	-	33654354	33660738		uc007qai.1
chr13	-	33654354	33661186		uc007qaj.1
chr13	+	33753273	33763454	Q3UWK8	uc007qak.1
chr13	-	33924213	33935277	NP_001039000	uc007qal.1
chr13	-	33971684	33972655	NP_683744	uc007qam.1
chr13	-	33971684	33997577	NP_683744	uc007qan.1
chr13	-	34009786	34027952	NP_001157589	uc007qao.2
chr13	-	34009786	34027952	Q4FJQ6	uc011yye.1
chr13	-	34009786	34027952	Q4FJQ6	uc007qap.2
chr13	-	34009786	34094618	Q4FJQ6	uc011yyf.1
chr13	-	34015492	34027952	Q8BZR2	uc007qaq.2
chr13	+	34027900	34052050		uc007qar.1
chr13	+	34056527	34080334	Q9JI75	uc007qas.2
chr13	+	34056527	34080334	Q9JI75	uc007qat.2
chr13	+	34056527	34080334	NP_001156711	uc007qau.2
chr13	+	34059021	34080334	Q9JI75	uc011yyg.1
chr13	+	34094265	34106555		uc007qaw.1
chr13	+	34094265	34127039	Q60855	uc007qax.1
chr13	+	34094742	34127039	Q60855	uc007qay.1
chr13	+	34129509	34153755	Q8C1P4	uc007qaz.1
chr13	+	34129509	34165943	NP_080788	uc007qba.1
chr13	-	34166146	34169877	NP_033476	uc007qbb.2
chr13	-	34218876	34222223	NP_076205	uc007qbd.1
chr13	+	34254845	34270041	P0C7N9	uc007qbe.2
chr13	+	34254845	34270041	D3Z016	uc007qbf.2
chr13	-	34271026	34391020	Q3UHH2-2	uc007qbg.1
chr13	-	34271026	34437051	Q3UHH2	uc007qbh.1
chr13	-	34719709	34744550	Q8JZU6	uc007qbi.1
chr13	-	34719709	34744550		uc007qbj.1
chr13	-	34719709	34744550		uc011yyh.1
chr13	+	34744791	34758643		uc007qbk.1
chr13	+	34826718	34839491	Q9WTJ8	uc007qbl.1
chr13	+	34831510	34839491	Q9WTJ8	uc007qbm.1
chr13	+	34967362	34976635	Q8C5G1	uc007qbn.2
chr13	+	34967362	34994544		uc007qbo.2
chr13	+	34967362	34994747	B2RUN6	uc007qbp.2
chr13	+	34979992	34997933		uc007qbq.1
chr13	-	35001832	35008858	Q9D9W6	uc007qbr.1
chr13	-	35001832	35011861	NP_082243	uc011yyi.1
chr13	+	35016277	35045119	Q497N7	uc007qbt.2
chr13	+	35016277	35047744		uc007qbu.2
chr13	-	35038482	35055678	Q78JN3	uc007qbv.1
chr13	+	35055850	35082321		uc007qbw.1
chr13	-	35069616	35085996	Q9WUR2-2	uc007qbx.2
chr13	-	35069616	35086013	Q9WUR2-2	uc007qby.2
chr13	-	35069616	35086013	Q9WUR2	uc007qbz.2
chr13	-	35097082	35118965		uc007qca.1
chr13	-	35259014	35259673		uc007qcb.1
chr13	+	35273491	35279883		uc007qcc.1
chr13	+	35635771	35637353		uc007qcd.1
chr13	+	35751730	35965933	Q9WTK2	uc007qce.2
chr13	+	35830325	35965933	Q9WTK2-2	uc007qcf.2
chr13	+	35833270	35965933	Q9WTK2-2	uc007qcg.2
chr13	-	35986972	35998216	Q8R1F9	uc011yyj.1
chr13	+	36059774	36062257	Q9CW07	uc007qci.2
chr13	-	36070665	36209226	Q8K215	uc007qcj.1
chr13	+	36209279	36629462	Q99M01	uc007qck.1
chr13	+	36209279	36629462	NP_001034278	uc007qcl.1
chr13	-	36817494	36826323	Q8CFV4	uc007qcm.1
chr13	-	36959046	37141082	Q8BH61	uc007qcn.2
chr13	-	36959046	37142113	Q8BH61	uc007qco.2
chr13	-	37059665	37141082	Q3TQH1	uc007qcp.2
chr13	-	37061514	37141082	Q3TC79	uc007qcq.2
chr13	+	37437213	37510905	Q4VAF1	uc007qcr.2
chr13	-	37513813	37527018		uc007qcs.1
chr13	-	37541268	37543026		uc007qct.1
chr13	+	37633225	37640309		uc007qcu.1
chr13	-	37783953	37809517		uc007qcv.1
chr13	+	37917906	38027403	Q3UH06-4	uc007qcw.2
chr13	+	37918780	38027403	Q3UH06-4	uc007qcx.2
chr13	+	37918780	38043874		uc007qcy.2
chr13	+	37919261	38027403	Q3UH06-4	uc007qcz.1
chr13	+	37980302	38043874	Q3UH06-2	uc007qda.2
chr13	+	37980739	38043874	Q3UH06-3	uc007qdb.2
chr13	-	38058473	38086059	Q52PE3	uc007qdc.2
chr13	-	38063269	38086059	Q9CY50	uc011yyk.1
chr13	-	38097920	38128806	A6X913	uc007qde.2
chr13	-	38112779	38128938	A6X914	uc007qdf.1
chr13	+	38128857	38136939		uc007qdh.2
chr13	+	38128857	38153302	Q922Q2	uc007qdi.2
chr13	+	38128857	38153302	Q922Q2	uc011yyl.1
chr13	+	38148541	38153302		uc007qdj.2
chr13	+	38243162	38290446	NP_076331	uc007qdk.2
chr13	+	38296807	38306310	Q9D361-3	uc007qdm.1
chr13	+	38296807	38307457	Q9D361-3	uc007qdn.1
chr13	+	38296807	38319532	Q9D361	uc007qdo.1
chr13	+	38312475	38319532		uc011yym.1
chr13	+	38437584	38591597	P20722	uc007qdp.1
chr13	-	38592141	38620329	Q3TEE8	uc007qdq.1
chr13	-	38592143	38619783	Q3TEE8	uc007qdr.1
chr13	-	38592143	38620329	Q3TEE8	uc007qds.1
chr13	-	38592143	38620693	Q3TEE8	uc007qdt.1
chr13	-	38694574	38726978	Q8R015	uc007qdu.1
chr13	-	38703702	38726978	Q8R015-2	uc007qdv.1
chr13	-	38737559	38750897	Q9D1M4	uc007qdw.1
chr13	-	38747680	38750897	Q9D1M4	uc007qdx.1
chr13	-	39024008	39052406	Q922Q5	uc007qdz.2
chr13	-	39024008	39052406	Q922Q5	uc007qdy.2
chr13	-	39024008	39052744	NP_001163902	uc011yyn.1
chr13	-	39046585	39052406		uc007qea.2
chr13	-	39867159	39886753		uc007qeb.1
chr13	-	40097250	40383399	C3S7Q5	uc011yyo.1
chr13	-	40097250	40383399	C3S7Q6	uc011yyp.1
chr13	-	40375257	40456819	Q8BGX4	uc007qec.1
chr13	-	40811043	40820556	NP_001116420	uc007qed.2
chr13	-	40811043	40825812	Q8BPN4	uc007qee.2
chr13	-	40811043	40826976	NP_001116420	uc007qef.2
chr13	-	40811043	40829192	NP_035677	uc007qej.2
chr13	-	40811043	40830289	NP_035677	uc007qeg.2
chr13	-	40816472	40829167	Q3UL09	uc007qeh.1
chr13	-	40816637	40824313	P34056-4	uc007qei.1
chr13	-	40816637	40829167	P34056-2	uc011yyq.1
chr13	+	40823176	40830531		uc007qek.1
chr13	+	40955500	41056261	Q6T5E4	uc007qel.1
chr13	+	40982534	41056261	Q6T5E3	uc007qem.1
chr13	+	41013002	41049158	Q9D2A8	uc007qen.1
chr13	+	41013002	41056261	Q7TPQ8	uc007qeo.1
chr13	-	41051784	41096520		uc007qep.1
chr13	+	41096378	41103973		uc007qeq.2
chr13	+	41096378	41108402	Q9DCE5	uc007qer.2
chr13	+	41096378	41108402	Q9DCE5	uc007qes.2
chr13	+	41111618	41117951	Q9CQN6	uc007qet.2
chr13	+	41111618	41117951	Q8C297	uc007qeu.2
chr13	-	41120488	41165834	NP_032573	uc007qev.2
chr13	-	41120488	41175075	NP_001139275	uc007qew.2
chr13	-	41120488	41175075	NP_001139274	uc007qex.2
chr13	-	41196795	41201052	O09102	uc007qey.1
chr13	-	41196795	41205357	NP_032130	uc007qez.1
chr13	-	41196795	41205552	NP_032130	uc007qfa.1
chr13	-	41277750	41315772	Q543J1	uc007qfb.2
chr13	+	41345212	41371946	NP_001129049	uc007qfc.2
chr13	-	41405284	41454370	NP_059492	uc007qfd.2
chr13	-	41405284	41582689	O35177	uc007qfe.2
chr13	+	41455339	41466277		uc007qff.1
chr13	+	41701584	41736726	P86050	uc011yyr.1
chr13	+	41744811	41752146	B2RV89	uc007qfg.2
chr13	+	41746130	41752146	B2RV89	uc011yys.1
chr13	-	41858516	41942857	NP_780626	uc007qfh.1
chr13	-	41858516	41942985	Q8C138	uc007qfi.1
chr13	+	41961283	42008461		uc007qfj.1
chr13	+	42147389	42280395	NP_031798	uc007qfk.1
chr13	+	42396638	42403358	Q544E0	uc007qfl.2
chr13	+	42775991	43054270	D3Z361	uc007qfm.1
chr13	+	42775991	43233881	NP_940811	uc007qfn.1
chr13	+	42775991	43233881	Q2M3X8	uc007qfo.1
chr13	+	42804949	43233881	Q2M3X8-3	uc007qfp.1
chr13	+	42804949	43233881	Q2M3X8-2	uc007qfq.1
chr13	+	42961615	43233881	B1B1B8	uc007qfr.1
chr13	+	43218207	43233881	Q3TLK1	uc007qfs.1
chr13	+	43221256	43233881	Q80ZP7	uc007qft.1
chr13	-	43247112	43266728	Q05AE0	uc007qfu.1
chr13	-	43247112	43266774	Q05AE0	uc007qfv.2
chr13	-	43247112	43266774	B7ZNC1	uc011yyt.1
chr13	-	43258600	43266774	Q8C7X7	uc007qfw.2
chr13	-	43290887	43399541	Q3UHD2	uc007qfx.1
chr13	-	43360793	43399541		uc007qfy.1
chr13	+	43460874	43490572	Q8K2C6	uc007qfz.1
chr13	+	43466087	43490572	Q8K2C6	uc007qga.1
chr13	+	43493744	43497004	Q9D7Z3-2	uc007qgb.1
chr13	+	43493744	43498227	A1L3B6	uc007qgc.1
chr13	-	43498041	43576342	NP_064314	uc011yyu.1
chr13	-	43633774	43655560	Q9CXD6	uc007qgf.2
chr13	-	43641691	43655560	Q9CXD6-2	uc007qgg.2
chr13	+	43711165	43766313	Q8C432	uc007qgh.2
chr13	+	43812159	43814407		uc007qgi.1
chr13	+	43880475	43898501	O88324	uc007qgk.2
chr13	+	43880475	43898501	O88324	uc007qgl.2
chr13	+	43880553	43898501	Q3T9H6	uc007qgj.1
chr13	-	44105960	44113891		uc007qgm.1
chr13	+	44216535	44220350		uc007qgn.1
chr13	-	44283917	44311856		uc007qgo.1
chr13	-	44288957	44311856		uc007qgp.1
chr13	+	44535095	44552936		uc007qgq.1
chr13	+	44826206	45016346	Q62315	uc007qgr.1
chr13	+	44826271	45016346	Q62315	uc007qgs.1
chr13	+	44826717	44980397		uc007qgt.1
chr13	+	44826717	45016346	Q62315	uc007qgu.1
chr13	+	44936144	45009745	Q62315-2	uc007qgv.1
chr13	-	45017448	45078366	Q91WZ8-3	uc007qgw.1
chr13	-	45017448	45097465	Q91WZ8	uc007qgx.1
chr13	+	45195325	45213096		uc007qgy.1
chr13	+	45485110	45507309	Q8BM54	uc007qgz.1
chr13	+	45602837	45641750	Q9DCZ1	uc007qha.1
chr13	+	45616220	45616588		uc007qhb.1
chr13	-	45650261	46060345	P54254	uc011yyv.1
chr13	-	45650261	46060345	P54254	uc011yyw.1
chr13	-	45650261	46060345	P54254	uc011yyx.1
chr13	+	46369089	46395484	Q6P3A1	uc007qhd.1
chr13	+	46513668	46526468	D3Z4I3	uc007qhe.1
chr13	+	46597271	46745650	Q9CYT6	uc007qhf.2
chr13	+	46597271	46745650	D3YTR7	uc007qhg.2
chr13	+	46704935	46745650	Q8BKZ3	uc007qhh.2
chr13	+	46764890	46771142	Q3URQ4	uc007qhi.1
chr13	-	46775270	46823218	NP_786925	uc007qhj.2
chr13	-	46844456	46848347	Q8CA55	uc007qhk.1
chr13	-	46844456	46866967	Q3TSC0	uc007qhl.1
chr13	-	46844456	46882014	Q5DTN0	uc007qhm.1
chr13	-	46844456	47025087	NP_034747	uc007qhn.1
chr13	+	47081815	47104082		uc007qho.1
chr13	-	47107925	47110219	Q0VF71	uc007qhp.2
chr13	-	47118911	47138586	NP_058065	uc007qhq.2
chr13	-	47120547	47138586	D3Z380	uc007qhr.2
chr13	-	47135066	47138513	D6RIK3	uc007qhs.1
chr13	+	47138907	47179982	Q8CIG3	uc007qht.2
chr13	+	47158326	47179982	Q8CIG3-2	uc007qhu.2
chr13	+	47161824	47179982	Q8CIG3-3	uc011yyy.1
chr13	-	47180135	47193806	Q3UR53	uc007qhv.2
chr13	-	47180135	47201589	Q7TNV0	uc007qhw.2
chr13	-	47183845	47201589	Q3U4W4	uc011yyz.1
chr13	+	47218088	47343360	Q8BKD6	uc007qhx.2
chr13	-	47239310	47244039		uc007qhy.1
chr13	+	47289371	47343360	Q8BKD6	uc007qhz.2
chr13	+	48005803	48029670		uc007qia.1
chr13	-	48139599	48357992		uc007qib.1
chr13	-	48334422	48357960		uc007qic.1
chr13	+	48356795	48359405	Q544D2	uc007qid.1
chr13	-	48367786	48369253		uc007qie.1
chr13	-	48583028	48608779	NP_001158047	uc011yza.1
chr13	-	48583028	48608805	NP_001158048	uc007qif.2
chr13	-	48583028	48608805	NP_080726	uc007qig.2
chr13	-	48590024	48608796	NP_001158048	uc007qih.1
chr13	-	48631380	48631483		uc011yzb.1
chr13	-	48633197	48633286		uc011yzc.1
chr13	-	48633547	48633641		uc011yzd.1
chr13	-	48673240	48720942	Q6NZK8	uc007qii.1
chr13	-	48673240	48720942	Q6NZK8-3	uc007qij.1
chr13	-	48681300	48720942	Q6NZK8-2	uc007qik.1
chr13	+	48758404	48761876	Q9ER42	uc007qil.1
chr13	-	48897118	48927494	Q9WTU0	uc007qim.1
chr13	-	48897118	48966254	Q9WTU0	uc007qin.2
chr13	-	48974585	49063197	Q6A0A9	uc007qio.1
chr13	+	49063480	49065274		uc007qip.2
chr13	+	49063480	49067402		uc007qiq.2
chr13	-	49131670	49172033	E0CYT1	uc007qir.2
chr13	-	49131670	49186405	Q3UH66-6	uc007qis.2
chr13	-	49131670	49243383	NP_083637	uc009val.1
chr13	-	49132979	49156890	NP_083637	uc007qiu.1
chr13	-	49132981	49173432	Q3UH66-7	uc007qiv.1
chr13	+	49282915	49291620	Q3TXT8	uc007qiw.1
chr13	-	49298319	49311229		uc007qix.1
chr13	-	49298319	49311395	B2RV71	uc007qiy.1
chr13	-	49326201	49343532	Q9D176	uc007qiz.1
chr13	-	49326201	49344075	Q9D176-2	uc007qja.1
chr13	-	49333355	49343532	Q9D176-3	uc007qjb.1
chr13	-	49358478	49394389	Q3TNB8	uc007qjc.1
chr13	-	49358478	49404577	Q3TNB8	uc007qjd.1
chr13	-	49368750	49415680	Q3TNB8	uc007qje.1
chr13	+	49436917	49482394	NP_001034269	uc007qjg.1
chr13	+	49436917	49482394	Q921C5	uc007qjh.1
chr13	+	49436917	49482394	Q921C5-2	uc007qji.1
chr13	+	49516679	49558359	Q6P1C1	uc007qjj.1
chr13	+	49516679	49558359	Q05CK0	uc011yze.1
chr13	-	49559427	49748100	B2RVI6	uc007qjk.1
chr13	+	49600178	49628158	Q5FW85	uc007qjl.1
chr13	+	49600178	49628158	Q5FW85	uc011yzf.1
chr13	+	49639811	49662931	A6H6K1	uc007qjm.2
chr13	+	49639811	49662931	A6H6K1	uc007qjn.2
chr13	-	49649047	49748100	Q9CZ92-2	uc007qjo.1
chr13	+	49678115	49687978	O35103	uc007qjp.1
chr13	+	49678115	49687978	O35103	uc007qjq.1
chr13	+	49703439	49719869	Q543C5	uc007qjr.1
chr13	+	49704471	49719869	Q543C5	uc007qjs.1
chr13	+	49748707	49755387		uc007qjt.1
chr13	+	49748718	49774384	NP_001074819	uc007qju.1
chr13	+	49777498	49829636	Q6NXK4	uc007qjv.2
chr13	+	49985965	49985996		uc007qjw.1
chr13	+	49987334	49987364		uc007qjx.1
chr13	+	50125271	50125305		uc007qjy.1
chr13	+	50125801	50125828		uc007qjz.1
chr13	-	50340549	50345677	Q3V0M1	uc007qka.1
chr13	+	50357183	50360637		uc007qkb.1
chr13	+	50398527	50398557		uc007qkc.1
chr13	+	50400832	50400862		uc007qkd.1
chr13	+	50464505	50464538		uc007qke.1
chr13	+	50464654	50464686		uc007qkf.1
chr13	+	50465021	50465067		uc007qkg.1
chr13	+	50465315	50465344		uc007qkh.1
chr13	+	50465400	50465430		uc007qki.1
chr13	+	50465577	50465619		uc007qkj.1
chr13	+	50466297	50466342		uc007qkk.1
chr13	+	50513245	50529138	Q8CFE8	uc007qkl.1
chr13	+	50513245	50529138		uc007qkm.1
chr13	+	50513245	50529138		uc011yzg.1
chr13	+	50562675	50570724	Q3V0C3	uc007qkn.1
chr13	-	50608597	50608662		uc007qko.1
chr13	-	50608744	50608774		uc007qkp.1
chr13	-	50609379	50609421		uc007qkq.1
chr13	-	50609569	50609644		uc007qkr.1
chr13	-	50609650	50609717		uc007qks.1
chr13	-	50609748	50609793		uc007qkt.1
chr13	-	50609932	50609961		uc007qku.1
chr13	-	50610132	50610173		uc007qkv.1
chr13	-	50610189	50610218		uc007qkw.1
chr13	-	50610310	50610345		uc007qkx.1
chr13	-	50610460	50610492		uc007qky.1
chr13	-	50611183	50611216		uc007qkz.1
chr13	-	50639994	50640103		uc011yzh.1
chr13	-	50662521	50662551		uc007qla.1
chr13	-	50664808	50664844		uc007qlb.1
chr13	-	50665735	50665764		uc007qlc.1
chr13	-	50696340	50696449		uc011yzi.1
chr13	+	50738596	50741207	Q3V2L5	uc007qld.1
chr13	-	50772139	50775593		uc007qle.1
chr13	-	50841503	50841534		uc007qlf.1
chr13	-	50857157	50857187		uc007qlg.1
chr13	-	50857432	50857461		uc007qlh.1
chr13	-	50946356	50946386		uc007qli.1
chr13	-	50947724	50947757		uc007qlj.1
chr13	-	51003988	51004024		uc007qlk.1
chr13	-	51004512	51004576		uc007qll.1
chr13	-	51004681	51004716		uc007qlm.1
chr13	-	51005258	51005299		uc007qln.1
chr13	-	51005482	51005522		uc007qlo.1
chr13	-	51005526	51005556		uc007qlp.1
chr13	-	51005566	51005597		uc007qlq.1
chr13	-	51005625	51005655		uc007qlr.1
chr13	-	51005809	51005855		uc007qls.1
chr13	-	51005941	51005995		uc007qlt.1
chr13	-	51006021	51006061		uc007qlu.1
chr13	-	51006167	51006225		uc007qlv.1
chr13	-	51007051	51007084		uc007qlw.1
chr13	-	51193106	51196096		uc007qlx.2
chr13	+	51196266	51247915	Q61142	uc007qly.1
chr13	+	51196916	51247915	Q61142	uc007qlz.1
chr13	+	51228167	51247915	Q61142-2	uc007qma.1
chr13	+	51229692	51247915	Q61142-2	uc007qmb.1
chr13	-	51234863	51234892		uc007qmc.1
chr13	-	51239778	51239829		uc007qmd.1
chr13	+	51266393	51270556	Q9D531	uc007qme.1
chr13	+	51503986	51518166	Q9Z0U9	uc007qmf.2
chr13	-	51526410	51662453	Q3ZAX2	uc007qmg.1
chr13	-	51526410	51662453	Q3ZAX3	uc011yzj.1
chr13	+	51740600	51746031	Q545R9	uc007qmh.2
chr13	+	51740827	51746031		uc007qmi.2
chr13	+	51747082	51761621	Q8BYU9	uc007qmj.1
chr13	+	51747082	51779015	Q3U1C4	uc007qml.1
chr13	+	51747082	51779015	Q3U1C4	uc007qmk.2
chr13	+	51769233	51779015		uc007qmm.1
chr13	-	51796616	51830086	Q6GTM9	uc007qmn.1
chr13	-	51796616	51889013	Q6GTM9	uc007qmo.1
chr13	-	51796616	51889013	Q6GTM9	uc007qmp.1
chr13	+	51942043	51943843	Q9R0S0	uc007qmq.2
chr13	-	52182975	52192037		uc007qmr.1
chr13	+	52192109	52219527		uc007qms.1
chr13	+	52218133	52218164		uc007qmt.1
chr13	+	52218299	52218338		uc007qmu.1
chr13	-	52599743	52626205	Q3UWU7	uc007qmv.1
chr13	-	52665248	52668594		uc007qmw.1
chr13	+	52678805	52709054		uc007qmx.1
chr13	+	52678805	52738983	Q3UPF7	uc007qmy.1
chr13	+	52678805	52744161	Q3UPF7	uc007qmz.1
chr13	+	52692250	52744161	Q3UPF7	uc007qna.1
chr13	-	52824738	52830974		uc007qnb.2
chr13	-	52824738	52830974		uc011yzk.1
chr13	-	52824738	52852574		uc011yzl.1
chr13	-	52825336	52830974		uc007qnc.1
chr13	-	52930478	53025046	NP_057918	uc007qnd.1
chr13	-	52981796	53025046	Q9JLZ3	uc007qne.1
chr13	-	53002415	53025046	Q9JLZ3-3	uc007qnf.1
chr13	-	53005578	53025046	Q9JLZ3-2	uc007qng.1
chr13	-	53062577	53068434	O08750	uc007qnh.1
chr13	-	53062577	53076408	O08750	uc007qni.1
chr13	-	53204685	53381478	Q8C3W2	uc007qnj.1
chr13	-	53428118	53472730	Q8BH11	uc007qnk.1
chr13	+	53489024	53550999		uc007qnl.1
chr13	+	53489024	53550999		uc007qnn.1
